"year","geo","country","sex","ple"
2002,"DE13","DE","F",82.4
2003,"DE13","DE","F",82.4
2004,"DE13","DE","F",82.8
2005,"DE13","DE","F",83.1
2006,"DE13","DE","F",83.7
2007,"DE13","DE","F",84
2008,"DE13","DE","F",83.8
2009,"DE13","DE","F",83.8
2010,"DE13","DE","F",84.2
2011,"DE13","DE","F",84.2
2012,"DE13","DE","F",84.3
2013,"DE13","DE","F",84
2014,"DE13","DE","F",84.2
2015,"DE13","DE","F",83.8
2016,"DE13","DE","F",84.3
1992,"DE14","DE","F",NA
1993,"DE14","DE","F",NA
1994,"DE14","DE","F",NA
1995,"DE14","DE","F",NA
1996,"DE14","DE","F",NA
1997,"DE14","DE","F",NA
1998,"DE14","DE","F",NA
1999,"DE14","DE","F",NA
2000,"DE14","DE","F",NA
2001,"DE14","DE","F",NA
2002,"DE14","DE","F",82.3
2003,"DE14","DE","F",82.1
2004,"DE14","DE","F",83.3
2005,"DE14","DE","F",83.1
2006,"DE14","DE","F",83.8
2007,"DE14","DE","F",83.6
2008,"DE14","DE","F",83.7
2009,"DE14","DE","F",84
2010,"DE14","DE","F",83.9
2011,"DE14","DE","F",83.9
2012,"DE14","DE","F",84.2
2013,"DE14","DE","F",84.3
2014,"DE14","DE","F",84.8
2015,"DE14","DE","F",84.1
2016,"DE14","DE","F",84.3
1992,"DE21","DE","F",NA
1993,"DE21","DE","F",NA
1994,"DE21","DE","F",NA
1995,"DE21","DE","F",NA
1996,"DE21","DE","F",NA
1997,"DE21","DE","F",NA
1998,"DE21","DE","F",NA
1999,"DE21","DE","F",NA
2000,"DE21","DE","F",NA
2001,"DE21","DE","F",NA
2002,"DE21","DE","F",82.3
2003,"DE21","DE","F",82.1
2004,"DE21","DE","F",82.9
2005,"DE21","DE","F",82.8
2006,"DE21","DE","F",83.3
2007,"DE21","DE","F",83.5
2008,"DE21","DE","F",83.6
2009,"DE21","DE","F",83.7
2010,"DE21","DE","F",83.8
2011,"DE21","DE","F",83.9
2012,"DE21","DE","F",84
2013,"DE21","DE","F",84.1
2014,"DE21","DE","F",84.6
2015,"DE21","DE","F",84.1
2016,"DE21","DE","F",84.5
1992,"DE22","DE","F",NA
1993,"DE22","DE","F",NA
1994,"DE22","DE","F",NA
1995,"DE22","DE","F",NA
1996,"DE22","DE","F",NA
1997,"DE22","DE","F",NA
1998,"DE22","DE","F",NA
1999,"DE22","DE","F",NA
2000,"DE22","DE","F",NA
2001,"DE22","DE","F",NA
2002,"DE22","DE","F",81.5
2003,"DE22","DE","F",81.3
2004,"DE22","DE","F",81.7
2005,"DE22","DE","F",82
2006,"DE22","DE","F",82.2
2007,"DE22","DE","F",82.8
2008,"DE22","DE","F",82.8
2009,"DE22","DE","F",82.9
2010,"DE22","DE","F",83.1
2011,"DE22","DE","F",83
2012,"DE22","DE","F",83
2013,"DE22","DE","F",83
2014,"DE22","DE","F",83.2
2015,"DE22","DE","F",82.7
2016,"DE22","DE","F",83.3
1992,"DE23","DE","F",NA
1993,"DE23","DE","F",NA
1994,"DE23","DE","F",NA
1995,"DE23","DE","F",NA
1996,"DE23","DE","F",NA
1997,"DE23","DE","F",NA
1998,"DE23","DE","F",NA
1999,"DE23","DE","F",NA
2000,"DE23","DE","F",NA
2001,"DE23","DE","F",NA
2002,"DE23","DE","F",81.2
2003,"DE23","DE","F",81
2004,"DE23","DE","F",82
2005,"DE23","DE","F",81.6
2006,"DE23","DE","F",82
2007,"DE23","DE","F",82.4
2008,"DE23","DE","F",82.3
2009,"DE23","DE","F",82.8
2010,"DE23","DE","F",82.8
2011,"DE23","DE","F",83
2012,"DE23","DE","F",82.9
2013,"DE23","DE","F",83.1
2014,"DE23","DE","F",83.4
2015,"DE23","DE","F",83.1
2016,"DE23","DE","F",83.4
1992,"DE24","DE","F",NA
1993,"DE24","DE","F",NA
1994,"DE24","DE","F",NA
1995,"DE24","DE","F",NA
1996,"DE24","DE","F",NA
1997,"DE24","DE","F",NA
1998,"DE24","DE","F",NA
1999,"DE24","DE","F",NA
2000,"DE24","DE","F",NA
2001,"DE24","DE","F",NA
2002,"DE24","DE","F",81.3
2003,"DE24","DE","F",81.1
2004,"DE24","DE","F",81.8
2005,"DE24","DE","F",81.8
2006,"DE24","DE","F",81.7
2007,"DE24","DE","F",82.2
2008,"DE24","DE","F",82
2009,"DE24","DE","F",82.4
2010,"DE24","DE","F",82.5
2011,"DE24","DE","F",82.8
2012,"DE24","DE","F",82.7
2013,"DE24","DE","F",83
2014,"DE24","DE","F",83.4
2015,"DE24","DE","F",82.6
2016,"DE24","DE","F",83
1992,"DE25","DE","F",NA
1993,"DE25","DE","F",NA
1994,"DE25","DE","F",NA
1995,"DE25","DE","F",NA
1996,"DE25","DE","F",NA
1997,"DE25","DE","F",NA
1998,"DE25","DE","F",NA
1999,"DE25","DE","F",NA
2000,"DE25","DE","F",NA
2001,"DE25","DE","F",NA
2002,"DE25","DE","F",81.4
2003,"DE25","DE","F",81.4
2004,"DE25","DE","F",82.2
2005,"DE25","DE","F",81.8
2006,"DE25","DE","F",82.4
2007,"DE25","DE","F",82.6
2008,"DE25","DE","F",82.7
2009,"DE25","DE","F",83
2010,"DE25","DE","F",83
2011,"DE25","DE","F",83.2
2012,"DE25","DE","F",83.4
2013,"DE25","DE","F",83.1
2014,"DE25","DE","F",83.7
2015,"DE25","DE","F",83
2016,"DE25","DE","F",83.5
1992,"DE26","DE","F",NA
1993,"DE26","DE","F",NA
1994,"DE26","DE","F",NA
1995,"DE26","DE","F",NA
1996,"DE26","DE","F",NA
1997,"DE26","DE","F",NA
1998,"DE26","DE","F",NA
1999,"DE26","DE","F",NA
2000,"DE26","DE","F",NA
2001,"DE26","DE","F",NA
2002,"DE26","DE","F",81.7
2003,"DE26","DE","F",81.9
2004,"DE26","DE","F",82.5
2005,"DE26","DE","F",82.4
2006,"DE26","DE","F",82.8
2007,"DE26","DE","F",83
2008,"DE26","DE","F",83.1
2009,"DE26","DE","F",83.3
2010,"DE26","DE","F",83.7
2011,"DE26","DE","F",83.5
2012,"DE26","DE","F",83.4
2013,"DE26","DE","F",83.5
2014,"DE26","DE","F",84.3
2015,"DE26","DE","F",83.6
2016,"DE26","DE","F",84.2
1992,"DE27","DE","F",NA
1993,"DE27","DE","F",NA
1994,"DE27","DE","F",NA
1995,"DE27","DE","F",NA
1996,"DE27","DE","F",NA
1997,"DE27","DE","F",NA
1998,"DE27","DE","F",NA
1999,"DE27","DE","F",NA
2000,"DE27","DE","F",NA
2001,"DE27","DE","F",NA
2002,"DE27","DE","F",81.7
2003,"DE27","DE","F",81.8
2004,"DE27","DE","F",82.3
2005,"DE27","DE","F",82.4
2006,"DE27","DE","F",82.6
2007,"DE27","DE","F",82.9
2008,"DE27","DE","F",83
2009,"DE27","DE","F",83.1
2010,"DE27","DE","F",83.3
2011,"DE27","DE","F",83.5
2012,"DE27","DE","F",83.5
2013,"DE27","DE","F",83.7
2014,"DE27","DE","F",84.3
2015,"DE27","DE","F",83.6
2016,"DE27","DE","F",84.3
1992,"DE30","DE","F",NA
1993,"DE30","DE","F",NA
1994,"DE30","DE","F",NA
1995,"DE30","DE","F",NA
1996,"DE30","DE","F",NA
1997,"DE30","DE","F",NA
1998,"DE30","DE","F",NA
1999,"DE30","DE","F",NA
2000,"DE30","DE","F",NA
2001,"DE30","DE","F",NA
2002,"DE30","DE","F",80.8
2003,"DE30","DE","F",81.2
2004,"DE30","DE","F",81.8
2005,"DE30","DE","F",81.7
2006,"DE30","DE","F",82.1
2007,"DE30","DE","F",82.7
2008,"DE30","DE","F",82.4
2009,"DE30","DE","F",82.7
2010,"DE30","DE","F",82.8
2011,"DE30","DE","F",83
2012,"DE30","DE","F",82.8
2013,"DE30","DE","F",83
2014,"DE30","DE","F",83.5
2015,"DE30","DE","F",83
2016,"DE30","DE","F",83.4
1992,"DE40","DE","F",NA
1993,"DE40","DE","F",NA
1994,"DE40","DE","F",NA
1995,"DE40","DE","F",NA
1996,"DE40","DE","F",NA
1997,"DE40","DE","F",NA
1998,"DE40","DE","F",NA
1999,"DE40","DE","F",NA
2000,"DE40","DE","F",NA
2001,"DE40","DE","F",NA
2002,"DE40","DE","F",80.9
2003,"DE40","DE","F",80.9
2004,"DE40","DE","F",81.4
2005,"DE40","DE","F",81.7
2006,"DE40","DE","F",81.9
2007,"DE40","DE","F",82.3
2008,"DE40","DE","F",82.4
2009,"DE40","DE","F",82.5
2010,"DE40","DE","F",82.5
2011,"DE40","DE","F",82.8
2012,"DE40","DE","F",83.2
2013,"DE40","DE","F",82.8
2014,"DE40","DE","F",83.5
2015,"DE40","DE","F",83.2
2016,"DE40","DE","F",83.4
1992,"DE50","DE","F",NA
1993,"DE50","DE","F",NA
1994,"DE50","DE","F",NA
1995,"DE50","DE","F",NA
1996,"DE50","DE","F",NA
1997,"DE50","DE","F",NA
1998,"DE50","DE","F",NA
1999,"DE50","DE","F",NA
2000,"DE50","DE","F",NA
2001,"DE50","DE","F",NA
2002,"DE50","DE","F",80.8
2003,"DE50","DE","F",81.8
2004,"DE50","DE","F",81.5
2005,"DE50","DE","F",81.7
2006,"DE50","DE","F",82.3
2007,"DE50","DE","F",82.4
2008,"DE50","DE","F",82.3
2009,"DE50","DE","F",81.9
2010,"DE50","DE","F",82.9
2011,"DE50","DE","F",82.4
2012,"DE50","DE","F",82.6
2013,"DE50","DE","F",82.4
2014,"DE50","DE","F",82.7
2015,"DE50","DE","F",82.6
2016,"DE50","DE","F",82.6
1992,"DE60","DE","F",NA
1993,"DE60","DE","F",NA
1994,"DE60","DE","F",NA
1995,"DE60","DE","F",NA
1996,"DE60","DE","F",NA
1997,"DE60","DE","F",NA
1998,"DE60","DE","F",NA
1999,"DE60","DE","F",NA
2000,"DE60","DE","F",NA
2001,"DE60","DE","F",NA
2002,"DE60","DE","F",81.3
2003,"DE60","DE","F",81.5
2004,"DE60","DE","F",81.6
2005,"DE60","DE","F",82.2
2006,"DE60","DE","F",82.4
2007,"DE60","DE","F",82.8
2008,"DE60","DE","F",82.8
2009,"DE60","DE","F",82.6
2010,"DE60","DE","F",83.2
2011,"DE60","DE","F",82.9
2012,"DE60","DE","F",83
2013,"DE60","DE","F",83.1
2014,"DE60","DE","F",83.5
2015,"DE60","DE","F",83
2016,"DE60","DE","F",83.5
1992,"DE71","DE","F",NA
1993,"DE71","DE","F",NA
1994,"DE71","DE","F",NA
1995,"DE71","DE","F",NA
1996,"DE71","DE","F",NA
1997,"DE71","DE","F",NA
1998,"DE71","DE","F",NA
1999,"DE71","DE","F",NA
2000,"DE71","DE","F",NA
2001,"DE71","DE","F",NA
2002,"DE71","DE","F",81.6
2003,"DE71","DE","F",81.8
2004,"DE71","DE","F",82.2
2005,"DE71","DE","F",82.5
2006,"DE71","DE","F",82.9
2007,"DE71","DE","F",83
2008,"DE71","DE","F",83.2
2009,"DE71","DE","F",83.3
2010,"DE71","DE","F",83.4
2011,"DE71","DE","F",83.3
2012,"DE71","DE","F",83.5
2013,"DE71","DE","F",83.3
2014,"DE71","DE","F",83.9
2015,"DE71","DE","F",83.4
2016,"DE71","DE","F",83.9
1992,"DE72","DE","F",NA
1993,"DE72","DE","F",NA
1994,"DE72","DE","F",NA
1995,"DE72","DE","F",NA
1996,"DE72","DE","F",NA
1997,"DE72","DE","F",NA
1998,"DE72","DE","F",NA
1999,"DE72","DE","F",NA
2000,"DE72","DE","F",NA
2001,"DE72","DE","F",NA
2002,"DE72","DE","F",81.3
2003,"DE72","DE","F",81.7
2004,"DE72","DE","F",81.9
2005,"DE72","DE","F",82.2
2006,"DE72","DE","F",82.7
2007,"DE72","DE","F",82.6
2008,"DE72","DE","F",82.8
2009,"DE72","DE","F",82.9
2010,"DE72","DE","F",83
2011,"DE72","DE","F",83.2
2012,"DE72","DE","F",83.1
2013,"DE72","DE","F",83.1
2014,"DE72","DE","F",83.5
2015,"DE72","DE","F",83
2016,"DE72","DE","F",83.5
1992,"DE73","DE","F",NA
1993,"DE73","DE","F",NA
1994,"DE73","DE","F",NA
1995,"DE73","DE","F",NA
1996,"DE73","DE","F",NA
1997,"DE73","DE","F",NA
1998,"DE73","DE","F",NA
1999,"DE73","DE","F",NA
2000,"DE73","DE","F",NA
2001,"DE73","DE","F",NA
2002,"DE73","DE","F",81.8
2003,"DE73","DE","F",81.5
2004,"DE73","DE","F",82
2005,"DE73","DE","F",82.4
2006,"DE73","DE","F",82.7
2007,"DE73","DE","F",83.2
2008,"DE73","DE","F",82.9
2009,"DE73","DE","F",82.8
2010,"DE73","DE","F",83.4
2011,"DE73","DE","F",83.4
2012,"DE73","DE","F",83.2
2013,"DE73","DE","F",82.7
2014,"DE73","DE","F",83.6
2015,"DE73","DE","F",82.8
2016,"DE73","DE","F",83.2
1992,"DE80","DE","F",NA
1993,"DE80","DE","F",NA
1994,"DE80","DE","F",NA
1995,"DE80","DE","F",NA
1996,"DE80","DE","F",NA
1997,"DE80","DE","F",NA
1998,"DE80","DE","F",NA
1999,"DE80","DE","F",NA
2000,"DE80","DE","F",NA
2001,"DE80","DE","F",NA
2002,"DE80","DE","F",80.6
2003,"DE80","DE","F",80.9
2004,"DE80","DE","F",81.3
2005,"DE80","DE","F",81.4
2006,"DE80","DE","F",81.9
2007,"DE80","DE","F",82.3
2008,"DE80","DE","F",82.2
2009,"DE80","DE","F",82.5
2010,"DE80","DE","F",82.5
2011,"DE80","DE","F",82.7
2012,"DE80","DE","F",83
2013,"DE80","DE","F",82.6
2014,"DE80","DE","F",83.7
2015,"DE80","DE","F",83.2
2016,"DE80","DE","F",83.4
1992,"DE91","DE","F",NA
1993,"DE91","DE","F",NA
1994,"DE91","DE","F",NA
1995,"DE91","DE","F",NA
1996,"DE91","DE","F",NA
1997,"DE91","DE","F",NA
1998,"DE91","DE","F",NA
1999,"DE91","DE","F",NA
2000,"DE91","DE","F",NA
2001,"DE91","DE","F",NA
2002,"DE91","DE","F",81.4
2003,"DE91","DE","F",81.2
2004,"DE91","DE","F",81.6
2005,"DE91","DE","F",82
2006,"DE91","DE","F",82.3
2007,"DE91","DE","F",82.6
2008,"DE91","DE","F",82.3
2009,"DE91","DE","F",82.7
2010,"DE91","DE","F",82.7
2011,"DE91","DE","F",82.7
2012,"DE91","DE","F",83.1
2013,"DE91","DE","F",82.7
2014,"DE91","DE","F",83.1
2015,"DE91","DE","F",82.7
2016,"DE91","DE","F",82.4
1992,"DE92","DE","F",NA
1993,"DE92","DE","F",NA
1994,"DE92","DE","F",NA
1995,"DE92","DE","F",NA
1996,"DE92","DE","F",NA
1997,"DE92","DE","F",NA
1998,"DE92","DE","F",NA
1999,"DE92","DE","F",NA
2000,"DE92","DE","F",NA
2001,"DE92","DE","F",NA
2002,"DE92","DE","F",81.6
2003,"DE92","DE","F",81.3
2004,"DE92","DE","F",81.9
2005,"DE92","DE","F",81.9
2006,"DE92","DE","F",82.6
2007,"DE92","DE","F",82.5
2008,"DE92","DE","F",82.6
2009,"DE92","DE","F",82.7
2010,"DE92","DE","F",82.9
2011,"DE92","DE","F",83.1
2012,"DE92","DE","F",83.1
2013,"DE92","DE","F",82.8
2014,"DE92","DE","F",83.3
2015,"DE92","DE","F",82.9
2016,"DE92","DE","F",83.3
1992,"DE93","DE","F",NA
1993,"DE93","DE","F",NA
1994,"DE93","DE","F",NA
1995,"DE93","DE","F",NA
1996,"DE93","DE","F",NA
1997,"DE93","DE","F",NA
1998,"DE93","DE","F",NA
1999,"DE93","DE","F",NA
2000,"DE93","DE","F",NA
2001,"DE93","DE","F",NA
2002,"DE93","DE","F",80.9
2003,"DE93","DE","F",81
2004,"DE93","DE","F",81.7
2005,"DE93","DE","F",81.5
2006,"DE93","DE","F",82
2007,"DE93","DE","F",82.5
2008,"DE93","DE","F",82.4
2009,"DE93","DE","F",82.4
2010,"DE93","DE","F",82.6
2011,"DE93","DE","F",82.3
2012,"DE93","DE","F",82.8
2013,"DE93","DE","F",82.5
2014,"DE93","DE","F",83.4
2015,"DE93","DE","F",83.1
2016,"DE93","DE","F",82.9
1992,"DE94","DE","F",NA
1993,"DE94","DE","F",NA
1994,"DE94","DE","F",NA
1995,"DE94","DE","F",NA
1996,"DE94","DE","F",NA
1997,"DE94","DE","F",NA
1998,"DE94","DE","F",NA
1999,"DE94","DE","F",NA
2000,"DE94","DE","F",NA
2001,"DE94","DE","F",NA
2002,"DE94","DE","F",81.3
2003,"DE94","DE","F",81.2
2004,"DE94","DE","F",81.9
2005,"DE94","DE","F",82
2006,"DE94","DE","F",82
2007,"DE94","DE","F",82.4
2008,"DE94","DE","F",82.2
2009,"DE94","DE","F",82.5
2010,"DE94","DE","F",82.6
2011,"DE94","DE","F",82.6
2012,"DE94","DE","F",82.9
2013,"DE94","DE","F",82.5
2014,"DE94","DE","F",83.1
2015,"DE94","DE","F",82.7
2016,"DE94","DE","F",82.8
1992,"DEA1","DE","F",NA
1993,"DEA1","DE","F",NA
1994,"DEA1","DE","F",NA
1995,"DEA1","DE","F",NA
1996,"DEA1","DE","F",NA
1997,"DEA1","DE","F",NA
1998,"DEA1","DE","F",NA
1999,"DEA1","DE","F",NA
2000,"DEA1","DE","F",NA
2001,"DEA1","DE","F",NA
2002,"DEA1","DE","F",80.8
2003,"DEA1","DE","F",80.6
2004,"DEA1","DE","F",81.2
2005,"DEA1","DE","F",81.4
2006,"DEA1","DE","F",81.7
2007,"DEA1","DE","F",81.9
2008,"DEA1","DE","F",81.8
2009,"DEA1","DE","F",82.1
2010,"DEA1","DE","F",82
2011,"DEA1","DE","F",82.4
2012,"DEA1","DE","F",82.5
2013,"DEA1","DE","F",82.1
2014,"DEA1","DE","F",82.8
2015,"DEA1","DE","F",82.3
2016,"DEA1","DE","F",82.7
1992,"DEA2","DE","F",NA
1993,"DEA2","DE","F",NA
1994,"DEA2","DE","F",NA
1995,"DEA2","DE","F",NA
1996,"DEA2","DE","F",NA
1997,"DEA2","DE","F",NA
1998,"DEA2","DE","F",NA
1999,"DEA2","DE","F",NA
2000,"DEA2","DE","F",NA
2001,"DEA2","DE","F",NA
2002,"DEA2","DE","F",81
2003,"DEA2","DE","F",81.2
2004,"DEA2","DE","F",81.7
2005,"DEA2","DE","F",81.9
2006,"DEA2","DE","F",82.4
2007,"DEA2","DE","F",82.6
2008,"DEA2","DE","F",82.7
2009,"DEA2","DE","F",82.6
2010,"DEA2","DE","F",82.9
2011,"DEA2","DE","F",83.1
2012,"DEA2","DE","F",82.9
2013,"DEA2","DE","F",82.7
2014,"DEA2","DE","F",83.3
2015,"DEA2","DE","F",82.7
2016,"DEA2","DE","F",83.3
1992,"DEA3","DE","F",NA
1993,"DEA3","DE","F",NA
1994,"DEA3","DE","F",NA
1995,"DEA3","DE","F",NA
1996,"DEA3","DE","F",NA
1997,"DEA3","DE","F",NA
1998,"DEA3","DE","F",NA
1999,"DEA3","DE","F",NA
2000,"DEA3","DE","F",NA
2001,"DEA3","DE","F",NA
2002,"DEA3","DE","F",81
2003,"DEA3","DE","F",81
2004,"DEA3","DE","F",81.4
2005,"DEA3","DE","F",81.6
2006,"DEA3","DE","F",81.9
2007,"DEA3","DE","F",82.2
2008,"DEA3","DE","F",82.2
2009,"DEA3","DE","F",82.3
2010,"DEA3","DE","F",82.5
2011,"DEA3","DE","F",82.7
2012,"DEA3","DE","F",83
2013,"DEA3","DE","F",82.8
2014,"DEA3","DE","F",83.3
2015,"DEA3","DE","F",83.1
2016,"DEA3","DE","F",83.2
1992,"DEA4","DE","F",NA
1993,"DEA4","DE","F",NA
1994,"DEA4","DE","F",NA
1995,"DEA4","DE","F",NA
1996,"DEA4","DE","F",NA
1997,"DEA4","DE","F",NA
1998,"DEA4","DE","F",NA
1999,"DEA4","DE","F",NA
2000,"DEA4","DE","F",NA
2001,"DEA4","DE","F",NA
2002,"DEA4","DE","F",81.7
2003,"DEA4","DE","F",82
2004,"DEA4","DE","F",82.1
2005,"DEA4","DE","F",82.5
2006,"DEA4","DE","F",82.8
2007,"DEA4","DE","F",82.9
2008,"DEA4","DE","F",82.9
2009,"DEA4","DE","F",83
2010,"DEA4","DE","F",83.1
2011,"DEA4","DE","F",83.5
2012,"DEA4","DE","F",83.4
2013,"DEA4","DE","F",83.3
2014,"DEA4","DE","F",83.8
2015,"DEA4","DE","F",83.6
2016,"DEA4","DE","F",83.5
1992,"DEA5","DE","F",NA
1993,"DEA5","DE","F",NA
1994,"DEA5","DE","F",NA
1995,"DEA5","DE","F",NA
1996,"DEA5","DE","F",NA
1997,"DEA5","DE","F",NA
1998,"DEA5","DE","F",NA
1999,"DEA5","DE","F",NA
2000,"DEA5","DE","F",NA
2001,"DEA5","DE","F",NA
2002,"DEA5","DE","F",80.8
2003,"DEA5","DE","F",80.7
2004,"DEA5","DE","F",81.3
2005,"DEA5","DE","F",81.2
2006,"DEA5","DE","F",81.8
2007,"DEA5","DE","F",81.8
2008,"DEA5","DE","F",81.7
2009,"DEA5","DE","F",82.2
2010,"DEA5","DE","F",82.1
2011,"DEA5","DE","F",82.4
2012,"DEA5","DE","F",82.3
2013,"DEA5","DE","F",82.1
2014,"DEA5","DE","F",82.7
2015,"DEA5","DE","F",82.1
2016,"DEA5","DE","F",82.4
1992,"DEB1","DE","F",NA
1993,"DEB1","DE","F",NA
1994,"DEB1","DE","F",NA
1995,"DEB1","DE","F",NA
1996,"DEB1","DE","F",NA
1997,"DEB1","DE","F",NA
1998,"DEB1","DE","F",NA
1999,"DEB1","DE","F",NA
2000,"DEB1","DE","F",NA
2001,"DEB1","DE","F",NA
2002,"DEB1","DE","F",81.2
2003,"DEB1","DE","F",81
2004,"DEB1","DE","F",81.8
2005,"DEB1","DE","F",81.7
2006,"DEB1","DE","F",81.9
2007,"DEB1","DE","F",82.3
2008,"DEB1","DE","F",82.7
2009,"DEB1","DE","F",82.3
2010,"DEB1","DE","F",82.6
2011,"DEB1","DE","F",82.8
2012,"DEB1","DE","F",82.7
2013,"DEB1","DE","F",82.8
2014,"DEB1","DE","F",83
2015,"DEB1","DE","F",83
2016,"DEB1","DE","F",82.7
1992,"DEB2","DE","F",NA
1993,"DEB2","DE","F",NA
1994,"DEB2","DE","F",NA
1995,"DEB2","DE","F",NA
1996,"DEB2","DE","F",NA
1997,"DEB2","DE","F",NA
1998,"DEB2","DE","F",NA
1999,"DEB2","DE","F",NA
2000,"DEB2","DE","F",NA
2001,"DEB2","DE","F",NA
2002,"DEB2","DE","F",81.7
2003,"DEB2","DE","F",82
2004,"DEB2","DE","F",82.3
2005,"DEB2","DE","F",82
2006,"DEB2","DE","F",82.6
2007,"DEB2","DE","F",82.7
2008,"DEB2","DE","F",82.8
2009,"DEB2","DE","F",82.6
2010,"DEB2","DE","F",83.3
2011,"DEB2","DE","F",83.3
2012,"DEB2","DE","F",83.5
2013,"DEB2","DE","F",83.5
2014,"DEB2","DE","F",83.7
2015,"DEB2","DE","F",82.9
2016,"DEB2","DE","F",83.4
1992,"DEB3","DE","F",NA
1993,"DEB3","DE","F",NA
1994,"DEB3","DE","F",NA
1995,"DEB3","DE","F",NA
1996,"DEB3","DE","F",NA
1997,"DEB3","DE","F",NA
1998,"DEB3","DE","F",NA
1999,"DEB3","DE","F",NA
2000,"DEB3","DE","F",NA
2001,"DEB3","DE","F",NA
2002,"DEB3","DE","F",81.2
2003,"DEB3","DE","F",80.9
2004,"DEB3","DE","F",81.7
2005,"DEB3","DE","F",81.7
2006,"DEB3","DE","F",82.3
2007,"DEB3","DE","F",82.5
2008,"DEB3","DE","F",82.6
2009,"DEB3","DE","F",82.6
2010,"DEB3","DE","F",83.1
2011,"DEB3","DE","F",82.8
2012,"DEB3","DE","F",83
2013,"DEB3","DE","F",82.9
2014,"DEB3","DE","F",83.7
2015,"DEB3","DE","F",83.1
2016,"DEB3","DE","F",83.8
1992,"DEC0","DE","F",NA
1993,"DEC0","DE","F",NA
1994,"DEC0","DE","F",NA
1995,"DEC0","DE","F",NA
1996,"DEC0","DE","F",NA
1997,"DEC0","DE","F",NA
1998,"DEC0","DE","F",NA
1999,"DEC0","DE","F",NA
2000,"DEC0","DE","F",NA
2001,"DEC0","DE","F",NA
2002,"DEC0","DE","F",80.5
2003,"DEC0","DE","F",79.9
2004,"DEC0","DE","F",80.8
2005,"DEC0","DE","F",81.1
2006,"DEC0","DE","F",81.3
2007,"DEC0","DE","F",81.5
2008,"DEC0","DE","F",81.7
2009,"DEC0","DE","F",81.8
2010,"DEC0","DE","F",82.2
2011,"DEC0","DE","F",82.1
2012,"DEC0","DE","F",82.4
2013,"DEC0","DE","F",82.2
2014,"DEC0","DE","F",82.6
2015,"DEC0","DE","F",82.2
2016,"DEC0","DE","F",82.4
1992,"DED2","DE","F",NA
1993,"DED2","DE","F",NA
1994,"DED2","DE","F",NA
1995,"DED2","DE","F",NA
1996,"DED2","DE","F",NA
1997,"DED2","DE","F",NA
1998,"DED2","DE","F",NA
1999,"DED2","DE","F",NA
2000,"DED2","DE","F",NA
2001,"DED2","DE","F",NA
2002,"DED2","DE","F",82
2003,"DED2","DE","F",81.8
2004,"DED2","DE","F",82.7
2005,"DED2","DE","F",82.8
2006,"DED2","DE","F",83.3
2007,"DED2","DE","F",83.4
2008,"DED2","DE","F",83.7
2009,"DED2","DE","F",83.8
2010,"DED2","DE","F",83.95
2011,"DED2","DE","F",84.1
2012,"DED2","DE","F",84.1
2013,"DED2","DE","F",84
2014,"DED2","DE","F",84.6
2015,"DED2","DE","F",84.1
2016,"DED2","DE","F",84.6
1992,"DED4","DE","F",NA
1993,"DED4","DE","F",NA
1994,"DED4","DE","F",NA
1995,"DED4","DE","F",NA
1996,"DED4","DE","F",NA
1997,"DED4","DE","F",NA
1998,"DED4","DE","F",NA
1999,"DED4","DE","F",NA
2000,"DED4","DE","F",NA
2001,"DED4","DE","F",NA
2002,"DED4","DE","F",NA
2003,"DED4","DE","F",NA
2004,"DED4","DE","F",NA
2005,"DED4","DE","F",NA
2006,"DED4","DE","F",NA
2007,"DED4","DE","F",NA
2008,"DED4","DE","F",NA
2009,"DED4","DE","F",NA
2010,"DED4","DE","F",NA
2011,"DED4","DE","F",83.2
2012,"DED4","DE","F",83.6
2013,"DED4","DE","F",83.2
2014,"DED4","DE","F",83.9
2015,"DED4","DE","F",83.5
2016,"DED4","DE","F",83.9
1992,"DED5","DE","F",NA
1993,"DED5","DE","F",NA
1994,"DED5","DE","F",NA
1995,"DED5","DE","F",NA
1996,"DED5","DE","F",NA
1997,"DED5","DE","F",NA
1998,"DED5","DE","F",NA
1999,"DED5","DE","F",NA
2000,"DED5","DE","F",NA
2001,"DED5","DE","F",NA
2002,"DED5","DE","F",NA
2003,"DED5","DE","F",NA
2004,"DED5","DE","F",NA
2005,"DED5","DE","F",NA
2006,"DED5","DE","F",NA
2007,"DED5","DE","F",NA
2008,"DED5","DE","F",NA
2009,"DED5","DE","F",NA
2010,"DED5","DE","F",NA
2011,"DED5","DE","F",83.3
2012,"DED5","DE","F",83.1
2013,"DED5","DE","F",83.3
2014,"DED5","DE","F",84
2015,"DED5","DE","F",83.5
2016,"DED5","DE","F",83.8
1992,"DEE0","DE","F",NA
1993,"DEE0","DE","F",NA
1994,"DEE0","DE","F",NA
1995,"DEE0","DE","F",NA
1996,"DEE0","DE","F",NA
1997,"DEE0","DE","F",NA
1998,"DEE0","DE","F",NA
1999,"DEE0","DE","F",NA
2000,"DEE0","DE","F",NA
2001,"DEE0","DE","F",NA
2002,"DEE0","DE","F",80.4
2003,"DEE0","DE","F",80.9
2004,"DEE0","DE","F",81.1
2005,"DEE0","DE","F",81.3
2006,"DEE0","DE","F",81.6
2007,"DEE0","DE","F",82
2008,"DEE0","DE","F",81.9
2009,"DEE0","DE","F",82
2010,"DEE0","DE","F",82.1
